"Location","Year","Expt","Date","DaysAfterPlanting","Temp_min","Temp_mean","Temp_max","DayLength","SunRise","MacroEnv"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-03,120,17,22,27,11.51,"06:44:24","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-04,121,17,22,27,11.54,"06:43:12","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-05,122,17,22,27,11.57,"06:42:00","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-06,123,17,22,27,11.6,"06:40:48","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-07,124,16,20.5,25,11.62,"06:39:36","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-08,125,15,20.5,26,11.65,"06:39:00","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-09,126,16,21,26,11.68,"06:37:48","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-10,127,16,21,26,11.71,"06:36:36","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-11,128,17,21.5,26,11.74,"06:35:24","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-12,129,17,21.5,26,11.77,"06:34:12","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-13,130,16,21,26,11.8,"06:33:00","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-14,131,16,21,26,11.82,"06:31:48","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-15,132,19,23.5,28,11.85,"06:30:36","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-16,133,18,23,28,11.88,"06:30:00","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-17,134,17,22.5,28,11.91,"06:28:48","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-18,135,16,21,26,11.94,"06:27:36","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-19,136,16,21,26,11.97,"06:26:24","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-20,137,16,21,26,11.99,"06:25:12","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-21,138,17,22.5,28,12.02,"06:24:00","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-22,139,17,23,29,12.05,"06:22:48","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-23,140,18,23.5,29,12.08,"06:21:36","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-24,141,17,22.5,28,12.11,"06:20:24","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-25,142,18,23,28,12.14,"06:19:12","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-26,143,18,23,28,12.17,"06:18:00","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-27,144,18,23.5,29,12.19,"06:16:48","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-28,145,19,24,29,12.22,"06:16:12","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-29,146,19,24,29,12.25,"06:15:00","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-30,147,19,24,29,12.28,"06:13:48","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-03-31,148,18,23,28,12.31,"06:12:36","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-01,149,18,23,28,12.33,"06:11:24","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-02,150,19,24.5,30,12.36,"06:10:12","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-03,151,20,25,30,12.39,"06:09:00","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-04,152,20,25,30,12.42,"06:07:48","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-05,153,21,25.5,30,12.45,"06:06:36","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-06,154,20,25,30,12.47,"06:06:00","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-07,155,20,25,30,12.5,"06:04:48","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-08,156,20,23.5,27,12.53,"06:03:36","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-09,157,20,23.5,27,12.56,"06:02:24","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-10,158,20,23.5,27,12.58,"06:01:12","South Asia"
"Bardiya, Nepal","2017","Bardiya, Nepal 2017",2018-04-11,159,20,23.5,27,12.61,"06:00:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-04,0,7.7,16.5,25.3,10.65,"06:53:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-05,1,7.6,16.45,25.3,10.65,"06:54:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-06,2,7.5,17,26.5,10.64,"06:54:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-07,3,7.8,16.65,25.5,10.63,"06:55:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-08,4,7,15,23,10.62,"06:55:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-09,5,7.5,15.45,23.4,10.62,"06:56:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-10,6,6.8,15.2,23.6,10.61,"06:57:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-11,7,6.2,15.3,24.4,10.61,"06:57:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-12,8,6.9,15.75,24.6,10.6,"06:58:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-13,9,8.5,16.3,24.1,10.6,"06:58:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-14,10,8.2,15.95,23.7,10.59,"06:59:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-15,11,7.5,16.65,25.8,10.59,"07:00:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-16,12,8.5,16.95,25.4,10.59,"07:00:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-17,13,6.3,14.9,23.5,10.58,"07:01:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-18,14,6.5,14.95,23.4,10.58,"07:01:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-19,15,5.8,14.6,23.4,10.58,"07:02:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-20,16,6.1,15.3,24.5,10.58,"07:03:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-21,17,7.5,16.6,25.7,10.58,"07:03:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-22,18,7.1,16.05,25,10.58,"07:04:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-23,19,8.5,17.4,26.3,10.58,"07:04:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-24,20,10.4,18.4,26.4,10.58,"07:04:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-25,21,9.5,17.5,25.5,10.58,"07:05:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-26,22,9.2,16.85,24.5,10.59,"07:05:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-27,23,8.2,16.55,24.9,10.59,"07:06:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-28,24,7.5,16.3,25.1,10.59,"07:06:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-29,25,8.2,16.6,25,10.6,"07:06:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-30,26,9.5,18,26.5,10.6,"07:07:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2016-12-31,27,10,18.5,27,10.61,"07:07:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-01,28,10.5,18.5,26.5,10.61,"07:07:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-02,29,7.5,16.5,25.5,10.62,"07:07:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-03,30,6.5,15,23.5,10.62,"07:08:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-04,31,6.2,15.35,24.5,10.63,"07:08:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-05,32,6.5,15.65,24.8,10.64,"07:09:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-06,33,6.8,16.15,25.5,10.65,"07:09:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-07,34,7,15.1,23.2,10.66,"07:09:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-08,35,8.5,15.5,22.5,10.66,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-09,36,10,18.75,27.5,10.67,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-10,37,9,16,23,10.68,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-11,38,6.2,14.15,22.1,10.69,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-12,39,3.5,11.9,20.3,10.71,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-13,40,0.9,9.95,19,10.72,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-14,41,3.1,9.05,15,10.73,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-15,42,3.9,9.95,16,10.74,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-16,43,12,15.25,18.5,10.75,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-17,44,12.5,19.5,26.5,10.77,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-18,45,12,18.5,25,10.78,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-19,46,13,18.85,24.7,10.79,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-20,47,13.5,18.75,24,10.81,"07:09:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-21,48,13.2,18.85,24.5,10.82,"07:09:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-22,49,12.5,18.85,25.2,10.84,"07:09:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-23,50,13.5,20,26.5,10.85,"07:09:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-24,51,14.5,21.5,28.5,10.87,"07:08:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-25,52,15.1,22.05,29,10.88,"07:08:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-26,53,13.6,19.8,26,10.9,"07:07:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-27,54,13.2,19.1,25,10.92,"07:07:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-28,55,12.5,19,25.5,10.93,"07:07:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-29,56,9.5,15.85,22.2,10.95,"07:07:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-30,57,7.5,16,24.5,10.97,"07:06:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-01-31,58,8.8,17.3,25.8,10.99,"07:06:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-01,59,7.1,17.05,27,11,"07:06:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-02,60,10.5,19.35,28.2,11.02,"07:05:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-03,61,12.5,20.85,29.2,11.04,"07:05:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-04,62,15.2,22.65,30.1,11.06,"07:04:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-05,63,13.5,21,28.5,11.08,"07:04:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-06,64,11,18,25,11.1,"07:03:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-07,65,11.5,18,24.5,11.12,"07:03:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-08,66,12.5,18.45,24.4,11.13,"07:02:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-09,67,15.5,22.5,29.5,11.15,"07:01:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-10,68,13.5,20,26.5,11.17,"07:01:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-11,69,11,17.25,23.5,11.19,"07:01:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-12,70,9.5,14.5,19.5,11.21,"07:00:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-13,71,8.5,14.1,19.7,11.23,"06:59:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-14,72,9.9,18.5,27.1,11.25,"06:58:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-15,73,11.9,20.1,28.3,11.28,"06:58:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-16,74,11.4,18.8,26.2,11.3,"06:57:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-17,75,10.9,19.6,28.3,11.32,"06:57:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-18,76,11.5,20,28.5,11.34,"06:56:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-19,77,12.5,21.55,30.6,11.36,"06:55:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-20,78,16.6,23.8,31,11.38,"06:54:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-21,79,15.5,23.5,31.5,11.4,"06:54:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-22,80,11.3,20,28.7,11.42,"06:53:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-23,81,12.1,20.5,28.9,11.44,"06:52:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-24,82,14.8,21.7,28.6,11.47,"06:51:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-25,83,12.8,20.85,28.9,11.49,"06:51:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-26,84,10.7,19.45,28.2,11.51,"06:49:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-27,85,11.5,21,30.5,11.53,"06:49:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-02-28,86,14.5,23.05,31.6,11.55,"06:48:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-01,87,14.1,23.85,33.6,11.58,"06:47:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-02,88,15.5,25,34.5,11.6,"06:46:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-03,89,15.4,25.2,35,11.62,"06:45:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-04,90,14.5,23.5,32.5,11.64,"06:45:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-05,91,13,21.75,30.5,11.66,"06:43:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-06,92,15.1,22.3,29.5,11.69,"06:43:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-07,93,14.7,21.55,28.4,11.71,"06:42:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-08,94,14.6,22.45,30.3,11.73,"06:41:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-09,95,12.5,21.6,30.7,11.75,"06:40:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-10,96,9,19.6,30.2,11.78,"06:39:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-11,97,9.5,18.3,27.1,11.8,"06:38:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-12,98,8.2,17.35,26.5,11.82,"06:37:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-13,99,9.9,17.8,25.7,11.84,"06:36:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-14,100,10.2,19.35,28.5,11.87,"06:35:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-15,101,12.3,21.15,30,11.89,"06:34:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-16,102,14.5,23.65,32.8,11.91,"06:33:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-17,103,15.5,23.9,32.3,11.93,"06:33:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-18,104,14.2,23.2,32.2,11.96,"06:31:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-19,105,14.8,22.7,30.6,11.98,"06:30:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-20,106,13.6,22.25,30.9,12,"06:30:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-21,107,14.6,23.7,32.8,12.02,"06:28:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-22,108,15.8,24.65,33.5,12.05,"06:27:36","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-23,109,17.2,26.75,36.3,12.07,"06:27:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-24,110,19.8,28.65,37.5,12.09,"06:25:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-25,111,17.7,27.55,37.4,12.11,"06:25:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-26,112,18.3,27.6,36.9,12.14,"06:24:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-27,113,19.3,28.45,37.6,12.16,"06:22:48","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-28,114,19.2,28.7,38.2,12.18,"06:22:12","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-29,115,20.5,29.95,39.4,12.2,"06:21:00","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-30,116,19.2,29.4,39.6,12.23,"06:20:24","South Asia"
"Bhopal, India","2016","Bhopal, India 2016",2017-03-31,117,20.3,30.15,40,12.25,"06:19:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-09,0,22.6,26.55,30.5,11,"06:36:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-10,1,21.7,25.65,29.6,10.98,"06:36:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-11,2,20.7,24,27.3,10.97,"06:37:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-12,3,19.2,23.65,28.1,10.95,"06:38:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-13,4,20.6,24.75,28.9,10.93,"06:39:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-14,5,19.3,24.4,29.5,10.92,"06:39:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-15,6,21.6,26.05,30.5,10.9,"06:40:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-16,7,20.3,24.35,28.4,10.88,"06:40:48","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-17,8,20.5,23.6,26.7,10.87,"06:41:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-18,9,19.4,22.35,25.3,10.85,"06:42:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-19,10,16,21.7,27.4,10.84,"06:42:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-20,11,19.2,23.4,27.6,10.82,"06:43:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-21,12,17.5,22.4,27.3,10.81,"06:44:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-22,13,18.4,23,27.6,10.79,"06:45:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-23,14,17.6,21.85,26.1,10.78,"06:45:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-24,15,18.2,23.35,28.5,10.77,"06:46:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-25,16,17.4,22.4,27.4,10.75,"06:46:48","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-26,17,18.2,22.25,26.3,10.74,"06:47:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-27,18,18.5,24.3,30.1,10.73,"06:48:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-28,19,19.6,24.55,29.5,10.72,"06:49:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-29,20,19.3,24.95,30.6,10.71,"06:49:48","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-11-30,21,20.4,24.35,28.3,10.7,"06:50:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-01,22,18.3,22.3,26.3,10.68,"06:51:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-02,23,16.2,21,25.8,10.67,"06:51:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-03,24,15.6,20.6,25.6,10.67,"06:52:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-04,25,16.2,20.4,24.6,10.66,"06:52:48","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-05,26,16.5,19.9,23.3,10.65,"06:54:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-06,27,18.5,20.1,21.7,10.64,"06:54:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-07,28,17.6,21.7,25.8,10.63,"06:55:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-08,29,16.2,21.35,26.5,10.62,"06:55:48","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-09,30,17.1,21.6,26.1,10.62,"06:56:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-10,31,15.6,21.2,26.8,10.61,"06:57:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-11,32,17.3,22.3,27.3,10.61,"06:57:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-12,33,19.5,22.45,25.4,10.6,"06:58:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-13,34,16.4,20.85,25.3,10.6,"06:58:48","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-14,35,16.5,21.3,26.1,10.59,"06:59:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-15,36,19.2,22.65,26.1,10.59,"07:00:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-16,37,17.7,21.65,25.6,10.59,"07:00:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-17,38,15.6,20.1,24.6,10.58,"07:01:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-18,39,14.5,19.9,25.3,10.58,"07:01:48","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-19,40,16.8,21.1,25.4,10.58,"07:02:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-20,41,16.5,20.65,24.8,10.58,"07:03:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-21,42,14.9,19.1,23.3,10.58,"07:03:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-22,43,14.6,18.85,23.1,10.58,"07:03:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-23,44,14.8,19.65,24.5,10.58,"07:04:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-24,45,16.5,21.4,26.3,10.58,"07:04:48","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-25,46,14.8,19.65,24.5,10.58,"07:05:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-26,47,13.4,19.05,24.7,10.58,"07:05:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-27,48,15.7,21,26.3,10.59,"07:06:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-28,49,16.5,21.3,26.1,10.59,"07:06:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-29,50,15.8,21.7,27.6,10.59,"07:06:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-30,51,14.6,19.6,24.6,10.6,"07:07:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2017-12-31,52,14.6,19.6,24.6,10.6,"07:07:12","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-01,53,13.25,18.275,23.3,10.61,"07:07:48","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-02,54,13,18.65,24.3,10.62,"07:07:48","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-03,55,12.36,16.68,21,10.62,"07:08:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-04,56,11,18.05,25.1,10.63,"07:08:24","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-05,57,9.5,17,24.5,10.64,"07:09:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-06,58,8.32,15.96,23.6,10.64,"07:09:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-07,59,6.68,15.71,24.74,10.65,"07:09:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-08,60,7.75,16.75,25.75,10.66,"07:09:00","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-09,61,7.13,15.73,24.33,10.67,"07:09:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-10,62,6.56,15.045,23.53,10.68,"07:09:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-11,63,6.51,15.88,25.25,10.69,"07:09:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-12,64,9.23,17.365,25.5,10.7,"07:09:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-13,65,11.99,19.63,27.27,10.71,"07:09:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-14,66,14.14,22.595,31.05,10.73,"07:09:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-15,67,11.77,20.345,28.92,10.74,"07:09:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-16,68,7.83,17.735,27.64,10.75,"07:09:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-17,69,8.64,18.18,27.72,10.76,"07:09:36","South Asia"
"Bhopal, India","2017","Bhopal, India 2017",2018-01-18,70,10.26,19.775,29.29,10.78,"07:09:36","South Asia"
