"Location","Year","Expt","Date","DaysAfterPlanting","Temp_min","Temp_mean","Temp_max","DayLength","SunRise","MacroEnv"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-22,205,16.03,25.11,33.99,14.88,"04:28:12","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-23,206,16.09,24.98,33.66,14.88,"04:28:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-24,207,19.22,27.61,36.13,14.88,"04:28:48","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-25,208,20.08,27.675,35.58,14.88,"04:29:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-26,209,19.31,27.5525,36.52,14.87,"04:29:24","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-27,210,19.04,25.3575,31.45,14.87,"04:30:00","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-28,211,18.33,26.23,35.45,14.86,"04:30:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-29,212,22.03,30.2025,38,14.85,"04:30:36","Mediterranean"
"Metaponto, Italy","2016","Metaponto, Italy 2016",2017-06-30,213,18.2,24.7975,31.25,14.84,"04:31:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-11-28,0,1.809,7.6595,13.51,9.41,"06:58:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-11-29,1,-0.134,8.228,16.59,9.38,"07:00:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-11-30,2,12.45,15.425,18.4,9.36,"07:00:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-01,3,8.37,10.475,12.58,9.34,"07:01:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-02,4,6.83,10.405,13.98,9.32,"07:03:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-03,5,5.96,10.775,15.59,9.3,"07:03:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-04,6,4.153,8.0665,11.98,9.28,"07:04:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-05,7,4.622,9.166,13.71,9.26,"07:06:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-06,8,3.349,10.0345,16.72,9.24,"07:06:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-07,9,0.536,8.393,16.25,9.23,"07:07:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-08,10,0.603,8.1265,15.65,9.21,"07:08:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-09,11,5.356,10.608,15.86,9.2,"07:09:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-10,12,1.407,6.7585,12.11,9.18,"07:10:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-11,13,3.885,9.9725,16.06,9.17,"07:10:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-12,14,5.759,12.6395,19.52,9.16,"07:12:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-13,15,6.561,11.2105,15.86,9.15,"07:12:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-14,16,3.081,9.9705,16.86,9.14,"07:13:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-15,17,10.31,13.485,16.66,9.14,"07:13:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-16,18,9.24,13.385,17.53,9.13,"07:15:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-17,19,6.027,9.2385,12.45,9.12,"07:15:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-18,20,1.206,6.053,10.9,9.12,"07:16:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-19,21,0.603,5.0865,9.57,9.12,"07:16:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-20,22,2.009,4.8895,7.77,9.12,"07:17:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-21,23,2.679,6.6245,10.57,9.11,"07:17:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-22,24,3.818,8.799,13.78,9.12,"07:18:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-23,25,7.03,10.775,14.52,9.12,"07:18:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-24,26,4.889,12.0045,19.12,9.12,"07:19:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-25,27,1.742,9.996,18.25,9.12,"07:19:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-26,28,2.277,8.6285,14.98,9.13,"07:19:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-27,29,1.474,8.562,15.65,9.13,"07:19:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-28,30,5.29,9.97,14.65,9.14,"07:20:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-29,31,1.541,6.8255,12.11,9.15,"07:20:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-30,32,0.134,6.592,13.05,9.16,"07:21:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2017-12-31,33,-0.067,7.4915,15.05,9.17,"07:21:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-01,34,2.21,8.9,15.59,9.18,"07:21:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-02,35,7.63,10.04,12.45,9.19,"07:21:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-03,36,6.629,11.5395,16.45,9.21,"07:21:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-04,37,5.424,11.037,16.65,9.22,"07:21:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-05,38,3.617,10.7635,17.91,9.24,"07:21:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-06,39,5.29,10.97,16.65,9.25,"07:21:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-07,40,8.77,12.345,15.92,9.27,"07:21:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-08,41,15.04,15.805,16.57,9.29,"07:21:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-09,42,14.79,15.385,15.98,9.31,"07:20:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-10,43,8.57,12.11,15.65,9.33,"07:20:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-11,44,4.153,10.2665,16.38,9.35,"07:20:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-12,45,8.03,9.405,10.78,9.38,"07:19:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-13,46,8.17,10.3,12.43,9.4,"07:19:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-14,47,4.956,8.768,12.58,9.42,"07:19:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-15,48,5.424,9.967,14.51,9.45,"07:18:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-16,49,4.153,10.4365,16.72,9.47,"07:18:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-17,50,6.572,13.036,19.5,9.5,"07:18:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-18,51,1.439,8.4045,15.37,9.53,"07:17:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-19,52,-0.442,7.939,16.32,9.56,"07:16:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-20,53,3.765,10.3825,17,9.59,"07:16:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-21,54,3.28,9.56,15.84,9.62,"07:15:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-22,55,1.186,7.003,12.82,9.65,"07:15:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-23,56,0.205,5.5725,10.94,9.68,"07:14:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-24,57,3.198,8.469,13.74,9.71,"07:13:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-25,58,0.024,7.122,14.22,9.74,"07:13:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-26,59,-0.229,6.9305,14.09,9.77,"07:12:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-27,60,7.056,11.353,15.65,9.81,"07:11:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-28,61,4.432,10.376,16.32,9.84,"07:10:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-29,62,2.42,9.48,16.54,9.88,"07:09:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-30,63,1.288,8.889,16.49,9.91,"07:09:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-01-31,64,2.116,8.778,15.44,9.95,"07:07:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-01,65,3.159,8.8845,14.61,9.99,"07:06:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-02,66,6.269,12.0695,17.87,10.02,"07:06:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-03,67,6.148,12.329,18.51,10.06,"07:04:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-04,68,2.814,9.607,16.4,10.1,"07:03:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-05,69,1.277,7.3835,13.49,10.14,"07:03:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-06,70,5.38,9.905,14.43,10.18,"07:01:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-07,71,7.39,12.06,16.73,10.21,"07:00:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-08,72,2.956,10.373,17.79,10.25,"06:59:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-09,73,0.924,8.217,15.51,10.29,"06:58:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-10,74,7.52,9.455,11.39,10.33,"06:57:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-11,75,5.057,8.3585,11.66,10.37,"06:55:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-12,76,4.088,8.999,13.91,10.41,"06:54:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-13,77,6.733,8.3665,10,10.46,"06:53:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-14,78,1.116,6.673,12.23,10.5,"06:52:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-15,79,3.724,7.032,10.34,10.54,"06:51:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-16,80,2.492,8.556,14.62,10.58,"06:49:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-17,81,1.318,8.024,14.73,10.62,"06:48:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-18,82,4.452,9.396,14.34,10.67,"06:46:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-19,83,8.27,11.945,15.62,10.71,"06:45:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-20,84,7.43,10.71,13.99,10.75,"06:43:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-21,85,4.432,7.231,10.03,10.79,"06:42:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-22,86,1.268,7.939,14.61,10.84,"06:41:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-23,87,10.5,13.06,15.62,10.88,"06:39:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-24,88,9.31,12.33,15.35,10.92,"06:38:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-25,89,4.422,8.411,12.4,10.97,"06:37:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-26,90,-0.522,3.2875,7.097,11.01,"06:35:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-27,91,-1.818,0.62,3.058,11.05,"06:34:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-02-28,92,-2.366,1.624,5.614,11.1,"06:32:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-01,93,0.276,4.708,9.14,11.14,"06:31:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-02,94,6.662,13.151,19.64,11.19,"06:29:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-03,95,4.594,10.207,15.82,11.23,"06:27:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-04,96,7.066,12.013,16.96,11.28,"06:26:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-05,97,9.27,11.825,14.38,11.32,"06:24:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-06,98,7.571,13.0805,18.59,11.36,"06:23:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-07,99,6.228,12.229,18.23,11.41,"06:21:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-08,100,4.654,12.182,19.71,11.45,"06:19:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-09,101,4.976,11.643,18.31,11.5,"06:18:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-10,102,2.997,9.6435,16.29,11.54,"06:16:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-11,103,10.83,13.3,15.77,11.59,"06:15:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-12,104,10.02,15.205,20.39,11.63,"06:13:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-13,105,6.016,12.983,19.95,11.68,"06:12:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-14,106,2.956,10.708,18.46,11.72,"06:10:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-15,107,2.471,9.6855,16.9,11.77,"06:09:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-16,108,11.82,14.715,17.61,11.81,"06:07:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-17,109,13.47,18.245,23.02,11.86,"06:05:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-18,110,5.724,11.642,17.56,11.9,"06:03:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-19,111,7.712,12.831,17.95,11.95,"06:02:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-20,112,2.855,9.4375,16.02,11.99,"06:00:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-21,113,4.432,10.621,16.81,12.04,"05:58:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-22,114,3.38,4.9255,6.471,12.08,"05:57:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-23,115,3.532,6.001,8.47,12.13,"05:55:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-24,116,3.562,8.256,12.95,12.17,"05:54:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-25,117,5.946,8.338,10.73,12.22,"05:52:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-26,118,6.329,9.4795,12.63,12.26,"05:51:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-27,119,5.28,10.68,16.08,12.31,"05:49:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-28,120,2.309,10.0295,17.75,12.35,"05:47:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-29,121,3.218,10.674,18.13,12.39,"05:45:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-30,122,7.994,12.427,16.86,12.44,"05:44:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-03-31,123,11.18,16.885,22.59,12.48,"05:42:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-01,124,7.036,12.703,18.37,12.53,"05:40:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-02,125,3.603,11.7015,19.8,12.57,"05:39:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-03,126,5.432,11.861,18.29,12.61,"05:37:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-04,127,9.92,14.3,18.68,12.66,"05:36:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-05,128,10.68,15.03,19.38,12.7,"05:34:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-06,129,10.08,15.35,20.62,12.75,"05:33:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-07,130,8.77,15.735,22.7,12.79,"05:31:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-08,131,6.532,14.486,22.44,12.83,"05:30:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-09,132,10.49,15.165,19.84,12.88,"05:28:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-10,133,7.036,12.628,18.22,12.92,"05:26:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-11,134,8.43,14.125,19.82,12.96,"05:25:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-12,135,13.35,17.07,20.79,13.01,"05:23:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-13,136,9.58,16.44,23.3,13.05,"05:22:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-14,137,8.81,16.9,24.99,13.09,"05:20:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-15,138,13.75,18.62,23.49,13.13,"05:19:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-16,139,12.94,17.395,21.85,13.17,"05:17:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-17,140,11.09,17.51,23.93,13.22,"05:16:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-18,141,13.55,19.23,24.91,13.26,"05:14:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-19,142,15.3,20.34,25.38,13.3,"05:13:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-20,143,14.61,20.9,27.19,13.34,"05:11:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-21,144,13.45,18.43,23.41,13.38,"05:10:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-22,145,12.32,16.915,21.51,13.42,"05:09:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-23,146,10.32,18.005,25.69,13.46,"05:07:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-24,147,11.45,19.465,27.48,13.5,"05:06:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-25,148,12.38,19.375,26.37,13.54,"05:04:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-26,149,11.29,19.455,27.62,13.58,"05:03:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-27,150,10.98,19.01,27.04,13.62,"05:01:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-28,151,13.15,20.275,27.4,13.66,"05:00:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-29,152,13.41,21.06,28.71,13.7,"04:59:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-04-30,153,10.69,18.255,25.82,13.74,"04:58:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-01,154,11.67,18.97,26.27,13.78,"04:57:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-02,155,12.18,18.36,24.54,13.81,"04:55:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-03,156,15.84,18.72,21.6,13.85,"04:54:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-04,157,14.59,18.74,22.89,13.89,"04:52:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-05,158,12.84,19.2,25.56,13.92,"04:51:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-06,159,13.2,19.555,25.91,13.96,"04:51:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-07,160,16.53,21.715,26.9,13.99,"04:49:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-08,161,14.4,20.74,27.08,14.03,"04:48:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-09,162,13.61,18.6,23.59,14.06,"04:47:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-10,163,12.82,19.85,26.88,14.1,"04:46:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-11,164,14.69,21.695,28.7,14.13,"04:45:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-12,165,13.93,20.69,27.45,14.16,"04:44:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-13,166,13.57,19.455,25.34,14.2,"04:43:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-14,167,12.26,19.54,26.82,14.23,"04:42:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-15,168,10.38,16.395,22.41,14.26,"04:41:24","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-16,169,7.52,14.915,22.31,14.29,"04:40:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-17,170,10.42,17.29,24.16,14.32,"04:39:36","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-18,171,12.08,15.33,18.58,14.35,"04:39:00","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-19,172,12.14,19.69,27.24,14.38,"04:37:48","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-20,173,12.92,20.62,28.32,14.41,"04:37:12","Mediterranean"
"Metaponto, Italy","2017","Metaponto, Italy 2017",2018-05-21,174,14,21.055,28.11,14.44,"04:36:36","Mediterranean"
