"Entry","Name","Expt","ExptShort","MacroEnv","DTF","Tb","Pc","Tf_0","Tf_5","Tf","Pf_0","Pf_7","Pf","PTT","PTT_0","predicted_DTF_Tf","predicted_DTF_Pf","predicted_Pf","predicted_Tf"
312,"PI 518733 LSP AGL","Marchouch, Morocco 2016","Mo16","Mediterranean",128.666666666667,-8.33207853459364,6.24335540584791,1493,844.666666666667,2573.43333333333,1372.03333333333,464.366666666667,562.466666666667,11234.2333333333,15869.5666666667,134,136,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Marchouch, Morocco 2017","Mo17","Mediterranean",122.333333333333,-11.4555292844022,6.28817762691497,1400.26666666667,783.6,2813.1,1376.16666666667,512.833333333333,600.6,13878.0333333333,15803.1,119,123,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Metaponto, Italy 2016","It16","Mediterranean",134,-8.33207853459364,6.55711095331734,1367.33333333333,690.666666666667,2494.96666666667,1417.13333333333,469.8,529.766666666667,10191.8,14743.6,144,146,604.49596296344,2697.30481253488
312,"PI 518733 LSP AGL","Metaponto, Italy 2017","It17","Mediterranean",145.666666666667,-8.33207853459364,6.42264429011616,1589.1,854.1,2813.9,1567.2,538.2,623.1,12329.7,17344.6,142,144,604.49596296344,2697.30481253488
313,"PI 518734 LSP AGL","Rosthern, Canada 2016","Ro16","Temperate",52,-35.0436527800439,5.05136207403671,912.8,642.8,2805.2,816,461.333333333333,598.2,31156.1,13916.6666666667,53.3333333333333,53.6666666666667,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Rosthern, Canada 2017","Ro17","Temperate",52.6666666666667,-35.9808731495094,4.98734297889667,933.233333333333,664.9,2864.23333333333,879.6,503.933333333333,611.933333333333,32661.6666666667,15297.3,53,53,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Sutherland, Canada 2016","Su16","Temperate",58.3333333333333,-33.6378222258456,5.15806056593678,988.566666666667,691.9,2984.4,939.6,524.266666666667,633.566666666667,31941.1,15728.1333333333,57,57,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Sutherland, Canada 2017","Su17","Temperate",60.3333333333333,-34.5750425953112,5.37145754973692,955.8,649.133333333333,3076.43333333333,984.6,555.266666666667,655.166666666667,32908.4333333333,15390.5333333333,57,57,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Sutherland, Canada 2018","Su18","Temperate",52,-34.5750425953112,4.96600328051665,939.5,674.5,2772,854.466666666667,483.466666666667,591.266666666667,30977.0666666667,15200,54,54,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Central Ferry, USA 2018","Us18","Temperate",71.6666666666667,-26.1400592701213,5.35011785135691,1146.76666666667,783.433333333333,3046.3,1035.06666666667,526.4,646.3,27333,16574.7666666667,68,69,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Bhopal, India 2016","In16","South Asia",85,-10.2073129892073,4.96600328051665,1507.3,1077.3,2385.2,782.2,376.2,507.6,14119.6,13570.5,61.6666666666667,61,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Bhopal, India 2017","In17","South Asia",69,-9.27009261974172,4.32581232911623,1467.4,1117.4,2116.3,720.233333333333,351.566666666667,445.9,13493.6,13331.6666666667,59.6666666666667,58.6666666666667,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Jessore, Bangladesh 2016","Ba16","South Asia",88.6666666666667,-9.73870280447449,4.75260629671651,1645.36666666667,1197.03333333333,2518.63333333333,964.366666666667,336.7,538.233333333333,15122.5,17700.9,101,100,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Jessore, Bangladesh 2017","Ba17","South Asia",85.6666666666667,-10.67592317394,4.09107564693607,1777.56666666667,1344.23333333333,2702.8,940.933333333333,334.266666666667,586.333333333333,18335.5,19347.5,90,89,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Bardiya, Nepal 2016","Ne16","South Asia",120.333333333333,-10.67592317394,4.62456810643643,2159.66666666667,1548,3465.73333333333,1308.63333333333,452.3,742.933333333333,21126,23182.5666666667,102,103,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Bardiya, Nepal 2017","Ne17","South Asia",123,-9.73870280447449,4.5818887096764,2320.66666666667,1705.66666666667,3518.5,1305.73333333333,444.733333333333,742.166666666667,21255.9333333333,24661.3666666667,102,105,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Cordoba, Spain 2016","Sp16","Mediterranean",115.666666666667,-10.2073129892073,6.05432789789738,1376.6,793.3,2567.46666666667,1242.7,426.033333333333,536.366666666667,12128.4333333333,14988.1333333333,126,127,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Cordoba, Spain 2017","Sp17","Mediterranean",129,-11.1445333586728,6.22504548493749,1457.96666666667,807.933333333333,2906.73333333333,1419.4,509.4,610.166666666667,13981.7,16257.8333333333,128,130,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Marchouch, Morocco 2016","Mo16","Mediterranean",128.666666666667,-9.73870280447449,6.16102638979745,1493,844.666666666667,2755.8,1372.03333333333,464.366666666667,573.133333333333,12252.3,15869.5666666667,133,135,610.636063859168,2861.50278689535
313,"PI 518734 LSP AGL","Marchouch, Morocco 2017","Mo17","Mediterranean",118.5,-13.0189740976039,6.20370578655748,1340.3,742.8,2896.1,1119.36666666667,459.033333333333,584.7,14316.85,14060.7333333333,92.6666666666667,95.6666666666667,610.636063859168,2861.50278689535
